WineName,Vintage,VineyardName,Country,Region,Type,Size(ml),Varietal,Critic,Rating,Price,CatalogueRemark,VivinoRating,Dry-Sweet,Light-Bold,Soft-Acidic,Smooth-Tannic,Gentle-Fizzy,NumVivinoRaters,NumReviews,VivinoRemarks,VivinoURL,VivinoPrice,VivinoRetailer,VivinoAvailableVintage,On-PremiseExclusive,Organic and/Or Bio-dynamic,Natural Winemaking,Sustainable Winegrowing,No Preservative
Elijah,2015,Chaffey Bros.,Australia,Eden & Barossa Valley. SA,Red,750,Shiraz,RP,91,68,,4.6,2,10,4,5,,,3,,https://www.vivino.com/chaffey-bros-elijah-shiraz/w/6509581?year=2015,$92.00,Vini Vino,2015,N,N,N,Y,N
Not Your Grandma's Riesling,2018,Chaffey Bros.,Australia,Eden & Barossa Valley. SA,White,750,Riesling,,,32,,3.6,1,5,8,,,14,54,,https://www.vivino.com/chaffey-bros-not-your-grandma-s-riesling/w/1640434?year=2018,,,,N,N,N,Y,N
Not Your Grandma's Rose,2018,Chaffey Bros.,Australia,Eden & Barossa Valley. SA,Rose,750,"Grenache, Mourvedre & Mixed White",,,34,,3.9,,,,,,31,,,https://www.vivino.com/chaffey-bros-not-your-grandma-s-rose/w/2605900?year=2018,$56.00,Vini Vino,2017,N,N,N,Y,N
Battle for Barossa: La Conquista!,2016,Chaffey Bros.,Australia,Eden & Barossa Valley. SA,Red,750,"Tempranillo, Grenache & Graciano",,,38,,3.9,,,,,,30,,,https://www.vivino.com/chaffey-bros-battle-for-barrosa-la-conquista-tempranillo-garnacha/w/1505504?year=2016,$59.00,Vini Vino,2016,N,N,N,Y,N
Battle for Barossa: La Resistance!,2015,Chaffey Bros.,Australia,Eden & Barossa Valley. SA,,750,"Grenache, Syrah & Mourvedre",,,38,,3.5,2,10,5,7,,21,12,This vintage rates better than any other year for this wine. Popular among Vivino users. More than 20 ratings,https://www.vivino.com/chaffey-bros-battle-of-barrosa-la-resistance/w/5059940?year=2015,$59.00,Vini Vino,2015,N,N,N,Y,N
Pax Aeterna,2016,Chaffey Bros.,Australia,Eden & Barossa Valley. SA,,750,Old Vine Grenache,WF,93,39,,3.5,,,,,,18,,,https://www.vivino.com/chaffey-bros-pax-aeterne-grenache/w/4863835?year=2016,$42.00,Vini Vino,2016,N,N,N,Y,N
Synonymous,2016,Chaffey Bros.,Australia,Eden & Barossa Valley. SA,,750,Shiraz,JH,93,39,,3.8,2,10,4,5,,58,53,,https://www.vivino.com/chaffey-bros-synonymous-the-barossa-is-shiraz/w/1505488?year=2016,$62.00,Vini Vino,2016,N,N,N,Y,N
Superbarossa,2016,Chaffey Bros.,Australia,Eden & Barossa Valley. SA,,750,Shiraz & Cabernet Sauvignon,,,43,,4,,,,,,,,,https://www.vivino.com/chaffey-bros-superbarossa/w/3568682?year=2016,$68.00,Vini Vino,2016,N,N,N,Y,N
Superbarossa,2017,Chaffey Bros.,Australia,Eden & Barossa Valley. SA,,750,Shiraz & Cabernet Sauvignon,,,44,,4,,,,,,,,,https://www.vivino.com/chaffey-bros-superbarossa/w/3568682?year=2017,$68.00,Vini Vino,2016,N,N,N,Y,N
Dimchurch Barossa Shiraz,2009,Chris Ringland,Australia,Barossa valley. SA,,750,Shiraz,RP,92,280,,4.5,3,10,4,6,,84,32,,https://www.vivino.com/chris-ringland-dimchurch-shiraz/w/1659687?year=2009,$388.00,Vini Vino,2009,N,N,N,Y,N
Hoffmann Ebenezer Shiraz,2006,Chris Ringland,Australia,Barossa valley. SA,,750,Shiraz,,,560,,4.2,4,7,5,6,,11,23,,https://www.vivino.com/chris-ringland-hoffmann-vineyard-shiraz/w/1675460?year=2006,$688.00,Vini Vino,2007,N,N,N,Y,N
Hoffmann Ebenezer Shiraz,2007,Chris Ringland,Australia,Barossa valley. SA,,750,Shiraz,RP,97,560,,4.8,4,10,5,6,,23,23,This vintage rates better than any other year for this wine,https://www.vivino.com/chris-ringland-hoffmann-vineyard-shiraz/w/1675460?year=2007,$688.00,Vini Vino,2007,N,N,N,Y,N
Barossa Shiraz,2017,Earthworks,Australia,Barossa valley. SA,,750,Shiraz,,,35,,3.7,2,10,5,6,,650,298,Popular among Vivino users. More than 600 ratings. Among top 9% of all wines in the world,https://www.vivino.com/earthworks-shiraz/w/1209612?year=2017,$38.00,Grand Cru Wine Concierge,2017,Y,N,N,Y,N
Plexus White,2016,Earthworks,Australia,Barossa valley. SA,White,750,Marsanne Roussanne & Viognier,RP,92,50,,3.9,,,,,,47,,,https://www.vivino.com/john-duval-wines-plexus-white/w/1954512?year=2016,$68.00,Vini Vino,2016,N,N,N,Y,N
Plexus White,2017,Earthworks,Australia,Barossa valley. SA,White,750,Marsanne Roussanne & Viognier,RP,93,50,,4,,,,,,44,,"Latest vintage available

Cheapest vintage available",https://www.vivino.com/john-duval-wines-plexus-white/w/1954512?year=2017,$68.00,Vini Vino,2017,N,N,N,Y,N
Plexus Red ,2015,Earthworks,Australia,Barossa valley. SA,Red,750,"Shiraz, Granache & Mouverdre",RP,92,71,,4,4,10,6,6,,232,372,"Latest vintage available

Cheapest vintage available",https://www.vivino.com/john-duval-wines-plexus-red/w/1391582?year=2015,$96.00,Vini Vino,2015,N,N,N,Y,N
Plexus Red ,2016,Earthworks,Australia,Barossa valley. SA,Red,750,"Shiraz, Granache & Mouverdre",,,71,,4.1,4,10,6,6,,230,372,,https://www.vivino.com/john-duval-wines-plexus-red/w/1391582?year=2016,$96.00,Vini Vino,2015,N,N,N,Y,N
Plexus Red - Magnum,2008,Earthworks,Australia,Barossa valley. SA,Red,1500,"Shiraz, Granache & Mouverdre",RP,92,160,,4,4,10,6,6,,156,372,,https://www.vivino.com/john-duval-wines-plexus-red/w/1391582?year=2008,$96.00,Vini Vino,2014,N,N,N,Y,N
Plexus Red - Magnum,2010,Earthworks,Australia,Barossa valley. SA,Red,1500,"Shiraz, Granache & Mouverdre",RP,92,160,,4,4,10,6,6,,202,372,,https://www.vivino.com/john-duval-wines-plexus-red/w/1391582?year=2010,$96.00,Vini Vino,2014,N,N,N,Y,N
Entity,2017,Earthworks,Australia,Barossa valley. SA,Red,750,Shiraz,,,76,,4.3,5,10,6,6,,241,542,Among top 1% of all wines in the world,https://www.vivino.com/john-duval-wines-entity-shiraz/w/1160671?year=2017,$103.00,Vini Vino,2016,N,N,N,Y,N
Entity,2018,Earthworks,Australia,Barossa valley. SA,Red,750,Shiraz,,,76,,4.4,5,10,6,6,,32,542,This vintage rates better than any other year for this wine,https://www.vivino.com/john-duval-wines-entity-shiraz/w/1160671?year=2018,$103.00,Vini Vino,2016,N,N,N,Y,N
Eligo *Limited,2015,Earthworks,Australia,Barossa valley. SA,Red,750,Shiraz,RP,94,145,,3.3,,,,,,,,,https://www.vivino.com/vina-valdivieso-brut-rose-limited/w/1482055?year=2015,,,,N,N,N,Y,N
Eligo - Magnum,2009,Earthworks,Australia,Barossa valley. SA,Red,1500,Shiraz,RP,96,320,,4.1,,,,,,,,,https://www.vivino.com/budweiser-magnum/w/2245115?year=2009,,,,N,N,N,Y,N
Eligo - Magnum,2010,Earthworks,Australia,Barossa valley. SA,Red,1500,Shiraz,RP,98,320,,4.1,,,,,,,,,https://www.vivino.com/budweiser-magnum/w/2245115?year=2010,,,,N,N,N,Y,N
Y Series Sauvignon Blanc,2018,Yalumba,Australia,Barossa valley. SA,White,750,Sauvignon Blanc,,,31.5,,3.4,3,6,8,,,76,80,,https://www.vivino.com/yalumba-the-y-series-sauvignon-blanc/w/1377943?year=2018,,,,N,N,N,Y,N
Y Series Sauvignon Blanc,2019,Yalumba,Australia,Barossa valley. SA,White,750,Sauvignon Blanc,,,31.5,,3.8,3,6,8,,,12,80,This vintage rates better than any other year for this wine,https://www.vivino.com/yalumba-the-y-series-sauvignon-blanc/w/1377943?year=2019,,,,N,N,N,Y,N
Y Series Chardonnay,2019,Yalumba,Australia,Barossa valley. SA,White,750,Chardonnay,,,31.5,,3.3,3,6,6,,,17,,,https://www.vivino.com/yalumba-the-y-series-chardonnay-south-australia/w/4673199?year=2019,,,,Y,N,N,Y,N
Y Series Pinot Grigio,2018,Yalumba,Australia,Barossa valley. SA,White,750,Pinot Grigio,,,31.5,,3.5,4,6,5,,,300,227,This vintage rates better than any other year for this wine,https://www.vivino.com/yalumba-the-y-series-pinot-grigio/w/1929549?year=2018,,,,Y,N,N,Y,N
Y Series Viognier,2018,Yalumba,Australia,Barossa valley. SA,White,750,Viognier,,,31.5,,3.3,5,8,3,,,565,657,,https://www.vivino.com/yalumba-the-y-series-viognier/w/4106?year=2018,,,,Y,N,N,Y,N
Y Series Sangiovese Rose,2019,Yalumba,Australia,Barossa valley. SA,Rose,750,Sangiovese,,,31.5,,3.6,,,,,,46,,,https://www.vivino.com/yalumba-the-y-series-sangiovese-rose/w/4112?year=2019,,,,Y,N,N,N,N
Y Series Merlot,2018,Yalumba,Australia,Barossa valley. SA,Red,750,Merlot,,,31.5,,3.3,3,9,4,5,,61,102,,https://www.vivino.com/yalumba-the-y-series-merlot/w/4096?year=2018,,,,N,N,N,N,N
Y Series Merlot,2019,Yalumba,Australia,Barossa valley. SA,Red,750,Merlot,,,31.5,,3.3,3,9,4,5,,,102,,https://www.vivino.com/yalumba-the-y-series-merlot/w/4096?year=2019,,,,N,N,N,N,N
Y Series Cabernet Sauvignon,2017,Yalumba,Australia,Barossa valley. SA,Red,750,Cabernet Sauvignon,,,31.5,,3.4,3,9,7,8,,262,226,,https://www.vivino.com/yalumba-the-y-series-cabernet-sauvignon/w/4094?year=2017,,,,N,N,N,N,N
Y Series Cabernet Sauvignon,2018,Yalumba,Australia,Barossa valley. SA,Red,750,Cabernet Sauvignon,,,31.5,,3.2,3,9,7,8,,52,226,,https://www.vivino.com/yalumba-the-y-series-cabernet-sauvignon/w/4094?year=2018,,,,N,N,N,N,N
Y Series Shiraz-Viognier,2017,Yalumba,Australia,Barossa valley. SA,Red,750,Shiraz & Viognier,,,31.5,,3.6,4,9,7,6,,1150,780,,https://www.vivino.com/yalumba-the-y-series-shiraz-viognier/w/4103?year=2017,,,,N,N,N,N,N
Organic Shiraz,2018,Yalumba,Australia,Barossa valley. SA,Red,750,Shiraz,,,39,,3.5,5,10,6,6,,211,259,,https://www.vivino.com/yalumba-organic-shiraz/w/1166271?year=2018,$59.00,Vini Vino,,N,Y,N,Y,N
Eden Valley Viognier,2016,Yalumba,Australia,Barossa valley. SA,Red,750,Viognier,,,42,,3.7,5,9,7,6,,,85,,https://www.vivino.com/yalumba-the-guardian-eden-valley-shiraz-viognier/w/2634165?year=2016,,,,N,N,N,Y,N
Eden Valley Viognier,2017,Yalumba,Australia,Barossa valley. SA,Red,750,Viognier,,,42,,3.7,5,9,7,6,,,85,,https://www.vivino.com/yalumba-the-guardian-eden-valley-shiraz-viognier/w/2634165?year=2017,,,,N,N,N,Y,N
Eden Valley Roussanne,2014,Yalumba,Australia,Barossa valley. SA,White,750,Roussanne,,,42,,3.4,,,,,,44,,,https://www.vivino.com/yalumba-roussanne-samuel-s-garden-collection/w/1938772?year=2014,$59.00,Vini Vino,,Y,N,N,Y,N
Eden Valley Roussanne,2016,Yalumba,Australia,Barossa valley. SA,White,750,Roussanne,,,42,,3.6,,,,,,26,,,https://www.vivino.com/yalumba-roussanne-samuel-s-garden-collection/w/1938772?year=2016,$56.05,Vini Vino,2014,Y,N,N,Y,N
Old Bush Vine Grenache,2017,Yalumba,Australia,Barossa valley. SA,Red,750,Grenache,,,43,,3.7,,,,,,139,,,https://www.vivino.com/yalumba-old-bush-vine-grenache-samuel-s-garden-collection/w/3267026?year=2017,,,,Y,N,N,Y,N
Triangle Block Eden Valley Shiraz - Pint,2013,Yalumba,Australia,Barossa valley. SA,Red,375,Shiraz,,,23.5,,3.5,5,10,7,7,,,5,,https://www.vivino.com/yalumba-triangle-block-shiraz-eden-valley/w/5545039?year=2013,,,,Y,N,N,Y,N
Triangle Block Eden Valley Shiraz - Pint,2014,Yalumba,Australia,Barossa valley. SA,Red,375,Shiraz,,,23.5,,3.7,5,10,6,6,,12,5,This vintage rates better than any other year for this wine,https://www.vivino.com/yalumba-triangle-block-shiraz-eden-valley/w/5545039?year=2014,,,,Y,N,N,Y,N
Triangle Block Eden Valley Shiraz ,2016,Yalumba,Australia,Barossa valley. SA,Red,750,Shiraz,,,40,,3.5,5,10,6,6,,,5,,https://www.vivino.com/yalumba-triangle-block-shiraz-eden-valley/w/5545039?year=2016,,,,Y,N,N,Y,N
The Strapper,2015,Yalumba,Australia,Barossa valley. SA,Red,750,G.S.M blend ,,,42,,3.5,4,10,6,7,,61,145,,https://www.vivino.com/yalumba-the-strapper-gsm/w/1242613?year=2015,,,,Y,N,N,Y,N
The Strapper,2016,Yalumba,Australia,Barossa valley. SA,Red,750,G.S.M blend ,,,42,,3.7,4,10,6,7,,222,145,,https://www.vivino.com/yalumba-the-strapper-gsm/w/1242613?year=2016,,,,Y,N,N,Y,N
The Scribbler,2014,Yalumba,Australia,Barossa valley. SA,Red,750,Cabernet Shiraz,,,42,,3.7,4,10,6,7,,320,316,,https://www.vivino.com/yalumba-the-scribbler-cabernet-shiraz/w/4082?year=2014,,,,Y,N,N,Y,N
The Scribbler,2016,Yalumba,Australia,Barossa valley. SA,Red,750,Cabernet Shiraz,,,42,,3.9,4,10,6,7,,131,316,"This vintage rates better than any other year for this wine

Among top 5% of all wines in the world",https://www.vivino.com/yalumba-the-scribbler-cabernet-shiraz/w/4082?year=2016,,,,Y,N,N,Y,N
Eden Valley Viognier,2017,Yalumba,Australia,Barossa valley. SA,Red,750,Viognier,RP,91,43,,3.7,5,9,7,6,,,85,,https://www.vivino.com/yalumba-the-guardian-eden-valley-shiraz-viognier/w/2634165?year=2017,,,,N,N,N,Y,N
Eden Valley Chardonnay,2018,Yalumba,Australia,Barossa valley. SA,White,750,Chardonnay,JS,91,43,,3.4,3,7,7,,,8,,,https://www.vivino.com/yalumba-wild-ferment-eden-valley-chardonnay/w/4070?year=2018,,,,N,N,N,Y,N
Eden Valley Roussanne,2017,Yalumba,Australia,Barossa valley. SA,White,750,Roussanne,,,43,,3.8,,,,,,16,,,https://www.vivino.com/yalumba-roussanne-samuel-s-garden-collection/w/1938772?year=2017,$59.00,Vini Vino,2014,N,N,N,Y,N
Barossa Bush vine Grenache,2018,Yalumba,Australia,Barossa valley. SA,Red,750,Grenache,JS,93,43,,3.8,,,,,,215,,,https://www.vivino.com/yalumba-old-bush-vine-grenache-samuel-s-garden-collection/w/3267026?year=2018,,,,Y,N,N,Y,N
Barossa Bush Grenache Shiraz Mataro,2018,Yalumba,Australia,Barossa valley. SA,Red,750,"Grenache, Shiraz & Mataro",,,43,,2.8,3,10,6,7,,,,,https://www.vivino.com/western-barossa-grenache-shiraz-mataro/w/7041303?year=2018,,,,N,N,N,Y,N
Barossa Shiraz,2017,Yalumba,Australia,Barossa valley. SA,Red,750,Shiraz,JS,91,43,,3.6,5,9,6,7,,141,85,Popular among Vivino users. More than 100 ratings,https://www.vivino.com/yalumba-barossa-shiraz/w/4295624?year=2017,,,,Y,N,N,Y,N
Barossa Shiraz Cabernet,2017,Yalumba,Australia,Barossa valley. SA,Red,750,Shiraz & Cabernet Sauvignon,JS,92,43,,3.9,,,,,,,,,https://www.vivino.com/yalumba-shiraz-cabernet-malbec/w/2554632?year=2017,,,,Y,N,N,Y,N
FSW8B Botrytis Viognier - Pint,2019,Yalumba,Australia,Barossa valley. SA,Dessert,375,Viognier,,,38,,4.1,,,,,,,,,https://www.vivino.com/yalumba-fsw-8b-botrytis-viognier/w/1415126?year=2019,,,,N,N,N,Y,N
The Cigar - Coonawarra,2015,Yalumba,Australia,Barossa valley. SA,Red,750,Cabernet Sauvignon,JS,94,60,,4,3,9,8,8,,271,374,Among top 3% of all wines in the world,https://www.vivino.com/yalumba-the-cigar-cabernet-sauvignon-menzies-vineyard/w/1634993?year=2015,$72.00,Vini Vino,2014,N,N,N,Y,N
The Cigar - Coonawarra,2016,Yalumba,Australia,Barossa valley. SA,Red,750,Cabernet Sauvignon,,,60,,4,3,9,8,8,,58,374,,https://www.vivino.com/yalumba-the-cigar-cabernet-sauvignon-menzies-vineyard/w/1634993?year=2016,$72.00,Vini Vino,2014,N,N,N,Y,N
Hand Picked Shiraz + Viognier,2015,Yalumba,Australia,Barossa valley. SA,Red,750,Shiraz & Viognier,,,65,,3.8,4,9,7,6,,89,182,,https://www.vivino.com/yalumba-hand-picked-shiraz-viognier/w/1768114?year=2015,,,,N,N,N,Y,N
FDR1A (Museum release),2008,Yalumba,Australia,Barossa valley. SA,White,750,Cabernet Sauvignon & Shiraz,RP,91,95,,4,,,,,,,,,https://www.vivino.com/keith-tulloch-semillon-museum-release/w/4265347?year=2008,,,,N,N,N,Y,N
FDR1A ,2013,Yalumba,Australia,Barossa valley. SA,Red,750,Cabernet Sauvignon & Shiraz,JS,91,80,,3.8,4,10,6,7,,68,99,,https://www.vivino.com/yalumba-fdr1a-cabernet-sauvignon-shiraz/w/1656385?year=2013,,,,N,N,N,Y,N
The Virgilius,2016,Yalumba,Australia,Barossa valley. SA,White,750,Viognier,RP,92,70,,4,4,8,3,,,103,67,"Popular among Vivino users. More than 100 ratings

Among top 4% of all wines in the world",https://www.vivino.com/yalumba-the-virgilius-viognier/w/1364837?year=2016,,,,N,N,N,Y,N
Tri-Centenary Grenache *Limited,2013,Yalumba,Australia,Barossa valley. SA,Red,750,Grenache,JS,93,91,,3.8,,,,,,55,,,https://www.vivino.com/yalumba-the-tri-centenary-grenache/w/4041?year=2013,$126.00,Vini Vino,2013,N,N,N,Y,N
The Menzies,2013,Yalumba,Australia,Barossa valley. SA,Red,750,Cabernet Sauvignon,RP,91,84,,3.8,5,10,7,8,,1,,,https://www.vivino.com/yalumba-the-menzies-shiraz/w/4037?year=2013,,,,Y,N,N,Y,N
The Menzies,2014,Yalumba,Australia,Barossa valley. SA,Red,750,Cabernet Sauvignon,JS,93,84,,3.8,5,10,6,7,,,1,,https://www.vivino.com/yalumba-the-menzies-shiraz/w/4037?year=2014,,,,Y,N,N,Y,N
The Signature,2012,Yalumba,Australia,Barossa valley. SA,Red,750,Cabernet Shiraz,RP,95,93,,4.2,4,10,6,7,,650,588,Featured in Vivino's 2019 Wine Style Awards: Australian Cabernet - Shiraz,https://www.vivino.com/yalumba-the-signature-cabernet-sauvignon-shiraz/w/4039?year=2012,$125.00,Vini Vino,2014,N,N,N,Y,N
The Signature,2014,Yalumba,Australia,Barossa valley. SA,Red,750,Cabernet Shiraz,JS,91,93,,3.8,4,10,6,7,,543,588,,https://www.vivino.com/yalumba-the-signature-cabernet-sauvignon-shiraz/w/4039?year=2014,$125.00,Vini Vino,2014,N,N,N,Y,N
The Signature,2015,Yalumba,Australia,Barossa valley. SA,Red,750,Cabernet Shiraz,,,93,,3.6,4,10,6,8,,458,588,,https://www.vivino.com/yalumba-the-signature-cabernet-sauvignon-shiraz/w/4039?year=2015,$118.75,Vini Vino,2014,N,N,N,Y,N
The Signature - Magnum *Limited,2013,Yalumba,Australia,Barossa valley. SA,Red,1500,Cabernet Shiraz,RP,93,200,,4.1,4,10,6,7,,834,588,Popular among Vivino users. More than 800 ratings,https://www.vivino.com/yalumba-the-signature-cabernet-sauvignon-shiraz/w/4039?year=2013,$125.00,Vini Vino,2014,N,N,N,Y,N
The Octavius,2014,Yalumba,Australia,Barossa valley. SA,Red,750,Old Vine Shiraz,RP,93,183,,4,5,10,6,6,,69,323,Oldest vintage available,https://www.vivino.com/yalumba-the-octavius-old-vine-shiraz/w/1397672?year=2014,$225.00,Vini Vino,,N,N,N,Y,N
The Octavius,2015,Yalumba,Australia,Barossa valley. SA,Red,750,Old Vine Shiraz,JS,93,183,,4.4,5,10,6,6,,80,323,"Latest vintage available

Cheapest vintage available",https://www.vivino.com/yalumba-the-octavius-old-vine-shiraz/w/1397672?year=2015,$208.00,Vini Vino,2015,N,N,N,Y,N
The Caley *Limited,2012,Yalumba,Australia,Barossa valley. SA,Red,750,Old Vine Shiraz,RP,96,465,,4.5,4,9,8,8,,55,18,"Good value for money. Similar wines usually cost 42% more.

Popular among Vivino users. More than 50 ratings",https://www.vivino.com/yalumba-the-caley-cabernet-shiraz-south-australia-red-wine/w/5509344?year=2012,$548.00,Vini Vino,2012,N,N,N,Y,N
Museum Antique Tawny - Pint,NV,Yalumba,Australia,Barossa valley. SA,Dessert,375,,RP,92,41,,4.2,,,,,,379,,,https://www.vivino.com/yalumba-antique-tawny-museum-reserve/w/1361861?year=N.V.,,,,N,N,N,Y,N
Estate Chardonnay,2016,Heggies,Australia,Eden Valley. SA,White,750,Chardonnay,JS,93,53,,3.6,4,6,6,,,82,9,Among top 7% of all wines in region,https://www.vivino.com/jindalee-estate-chardonnay/w/1169723?year=2016,,,,N,N,N,Y,N
Estate Chardonnay,2017,Heggies,Australia,Eden Valley. SA,White,750,Chardonnay,,,53,,3.6,4,7,6,,,40,9,,https://www.vivino.com/jindalee-estate-chardonnay/w/1169723?year=2017,,,,N,N,N,Y,N
Eden Valley Riesling,2018,Pewsey Vale Vineyard,Australia,Eden Valley. SA,White,750,Riesling,JS,94,43,,3.6,3,6,9,,,296,688,,https://www.vivino.com/pewsey-vale-riesling/w/24288?year=2018,$62.00,Vini Vino,2018,N,N,N,Y,N
Eden Valley Riesling - Magnum,2018,Pewsey Vale Vineyard,Australia,Eden Valley. SA,White,1500,Riesling,JS,94,85,,3.6,3,6,9,,,296,688,,https://www.vivino.com/pewsey-vale-riesling/w/24288?year=2018,$62.00,Vini Vino,2018,N,N,N,Y,N
The Contours Riesling,2013,Pewsey Vale Vineyard,Australia,Eden Valley. SA,White,750,Riesling,JS,94,55,,3.7,3,6,9,,,92,287,,https://www.vivino.com/pewsey-vale-the-contours-museum-reserve-riesling/w/2105680?year=2013,$75.00,Vini Vino,2013,N,N,N,Y,N
Lenswood Littlehampton Innes Pinot Gris *Limited,2008,Henschke,Australia,Eden Valley. SA,White,750,Pinot Gris,RP,91,66,,3.8,3,6,5,,,,13,,https://www.vivino.com/henschke-innes-vineyard-littlehampton-pinot-gris/w/13566?year=2008,,,,N,N,N,Y,N
Henry's Seven,2016,Henschke,Australia,Eden Valley. SA,Red,750,"Shiraz, Grenache, Mataro, Viognier",RP,91,68,,4,4,10,6,7,,523,447,"Among top 3% of all wines in the world

Latest vintage available",https://www.vivino.com/henschke-henry-s-seven/w/13556?year=2016,,,,Y,N,N,Y,N
Tappa Pass,2016,Henschke,Australia,Eden Valley. SA,Red,750,Shiraz  ,JS,93,168,,4.2,5,10,6,6,,57,131,,https://www.vivino.com/henschke-tappa-pass-shiraz/w/13559?year=2016,$198.00,Vini Vino,2016,N,N,N,Y,N
Tilly's Vineyard Adelaide Hills,2016,Henschke,Australia,Eden Valley. SA,White,750,"Sauvignon Blanc, Semillon, Pinot Gris, Riesling & Chardonnay",JS,91,43,,3.9,4,6,6,,,63,22,"This vintage rates better than any other year for this wine

Popular among Vivino users. More than 60 ratings",https://www.vivino.com/henschke-archer-s-vineyard-adelaide-hills-chardonnay/w/2805626?year=2016,,,,N,N,N,Y,N
"Julius Riesling, Eden Valley",2017,Henschke,Australia,Eden Valley. SA,White,750,Riesling,RP,93,72,,3.8,3,6,9,,,114,143,,https://www.vivino.com/henschke-julius-riesling/w/1496071?year=2017,$92.00,Vini Vino,2017,N,N,N,Y,N
"Julius Riesling, Eden Valley",2018,Henschke,Australia,Eden Valley. SA,White,750,Riesling,,,72,,3.8,3,6,9,,,38,143,,https://www.vivino.com/henschke-julius-riesling/w/1496071?year=2018,$92.00,Vini Vino,2017,N,N,N,Y,N
Keyneton Estate Euphonium,2014,Henschke,Australia,Eden Valley. SA,Red,750,"Shiraz, Cabernet Sauvignon, Merlot & Cabernet Franc",RP,92,98,,4.3,,,,,,610,,,https://www.vivino.com/henschke-keyneton-euphonium/w/1660924?year=2014,$100.00,Grand Cru Wine Concierge,2013,N,N,N,Y,N
Cyril Henschke,2012,Henschke,Australia,Eden Valley. SA,Red,750,Cabernet Sauvignon,RP,95,245,,4.5,4,8,,7,,125,178,"Popular among Vivino users. More than 100 ratings

Among top 1% of all wines in the world",https://www.vivino.com/henschke-cyril-henschke-cabernet-sauvignon/w/13561?year=2012,$298.00,Vini Vino,2012,N,N,N,Y,N
Cyril Henschke,2013,Henschke,Australia,Eden Valley. SA,Red,750,Cabernet Sauvignon,RP,94,245,,4.4,4,9,8,8,,110,178,,https://www.vivino.com/henschke-cyril-henschke-cabernet-sauvignon/w/13561?year=2013,$298.00,Vini Vino,2012,N,N,N,Y,N
Mount Edelstone,2013,Henschke,Australia,Eden Valley. SA,Red,750,Shiraz,RP,96,295,,4.3,5,9,6,7,,221,480,"Oldest vintage available

Cheapest vintage available",https://www.vivino.com/henschke-mount-edelstone-shiraz/w/2363901?year=2013,$355.00,Vini Vino,2013,N,N,N,Y,N
Mount Edelstone,2014,Henschke,Australia,Eden Valley. SA,Red,750,Shiraz,RP,92,295,,4.4,5,9,6,7,,107,480,Latest vintage available,https://www.vivino.com/henschke-mount-edelstone-shiraz/w/2363901?year=2014,$355.00,Vini Vino,2014,N,N,N,Y,N
Mount Edelstone,2015,Henschke,Australia,Eden Valley. SA,Red,750,Shiraz,,,295,,4.4,5,9,6,7,,113,480,,https://www.vivino.com/henschke-mount-edelstone-shiraz/w/2363901?year=2015,$355.00,Vini Vino,2014,N,N,N,Y,N
Hill of Roses,2012,Henschke,Australia,Eden Valley. SA,Red,750,Shiraz,RP,93,440,,4.4,3,9,5,6,,37,28,Popular among Vivino users. More than 30 ratings,https://www.vivino.com/henschke-hill-of-roses/w/2007519?year=2012,,,,N,N,N,Y,N
Hill of Grace,2013,Henschke,Australia,Eden Valley. SA,Red,750,Shiraz,RP,97,850,,4.6,3,9,5,6,,71,363,Latest vintage available. Cheapest vintage available,https://www.vivino.com/henschke-hill-of-grace/w/13563?year=2013,$999.00,Vini Vino,2013,N,N,N,Y,N
Hill of Grace,2014,Henschke,Australia,Eden Valley. SA,Red,750,Shiraz,,,850,,4.6,3,9,5,6,,25,363,,https://www.vivino.com/henschke-hill-of-grace/w/13563?year=2014,$999.00,Vini Vino,2013,N,N,N,Y,N
